pokemon_form_tree_id,pokemon_form_id,transition_grid_position,transition_grid_text_markup,transition_grid_text_html,text_top_markup,text_top_html,text_bottom_markup,text_bottom_html,grid_column,grid_row
92,910,,,,Evolved from {Pumpkaboo;POKEMON;pumpkaboo} - Large Size,"Evolved from <a href=""/pokemon/pumpkaboo"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pumpkaboo</span><img src=""https://cdn.pokedb.org/ad60ac1aad33739be84a1f5e112268189b57c917b594d1f6f28e56b517cab3dbw40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Pumpkaboo"" style=""width: 20px; height: 20px""></a> - Large Size",,,3,1
92,911,,,,Evolved from {Pumpkaboo;POKEMON;pumpkaboo} - Super Size,"Evolved from <a href=""/pokemon/pumpkaboo"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pumpkaboo</span><img src=""https://cdn.pokedb.org/ad60ac1aad33739be84a1f5e112268189b57c917b594d1f6f28e56b517cab3dbw40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Pumpkaboo"" style=""width: 20px; height: 20px""></a> - Super Size",,,4,1
93,917,,,,Outside of battle,Outside of battle,,,1,1
93,918,,,,In Battles,In Battles,,,2,1
94,921,right,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
  <span>{Zygarde Cube;ITEM;zygarde-cube}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/zygarde-cube"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Zygarde Cube</span><img src=""https://cdn.pokedb.org/36934ebe192b7c5271a448a6d0f8bae34173a06e0106475ed47fffc157d2fdb7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Zygarde Cube"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,1,1
94,1316,,,,{Power Construct;ABILITY;power-construct} +  {HP;STAT;HP} <50%,"<a href=""/abilities/power-construct"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Power Construct</span></a> +  <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> &lt;50%",,,2,1
94,922,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
  <span>{Zygarde Cube;ITEM;zygarde-cube}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/zygarde-cube"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Zygarde Cube</span><img src=""https://cdn.pokedb.org/36934ebe192b7c5271a448a6d0f8bae34173a06e0106475ed47fffc157d2fdb7w20h20"" width=""20"" height=""20"" alt=""Item Icon for Zygarde Cube"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,3,1
95,923,,,,,,,,1,1
95,924,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Diancite;ITEM;diancite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/diancite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Diancite</span><img src=""https://cdn.pokedb.org/6160e10f12a8732910a0c25149c949ad89c60e3e2f7a85a63d392cace77d662aw20h20"" width=""20"" height=""20"" alt=""Item Icon for Diancite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Diancite;ITEM;diancite},"While holding <a href=""/items/diancite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Diancite</span><img src=""https://cdn.pokedb.org/6160e10f12a8732910a0c25149c949ad89c60e3e2f7a85a63d392cace77d662aw20h20"" width=""20"" height=""20"" alt=""Item Icon for Diancite"" style=""width: 20px; height: 20px""></a>",,,2,1
96,925,,,,Three days after using {Prison Bottle;ITEM;prison-bottle},"Three days after using <a href=""/items/prison-bottle"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Prison Bottle</span><img src=""https://cdn.pokedb.org/4816a49281caaeaa5948ca89da97e5f50520dd87fa8a3f2939aef4d6fa4d1f4cw20h20"" width=""20"" height=""20"" alt=""Item Icon for Prison Bottle"" style=""width: 20px; height: 20px""></a>",,,1,1
96,926,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Prison Bottle;ITEM;prison-bottle}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/prison-bottle"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Prison Bottle</span><img src=""https://cdn.pokedb.org/4816a49281caaeaa5948ca89da97e5f50520dd87fa8a3f2939aef4d6fa4d1f4cw20h20"" width=""20"" height=""20"" alt=""Item Icon for Prison Bottle"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",,,,,2,1
97,948,,,,,,,,1,1
97,949,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Red Nectar;ITEM;red-nectar}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{Yellow Nectar;ITEM;yellow-nectar}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/red-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Red Nectar</span><img src=""https://cdn.pokedb.org/1b7b9cc252d32fdb99ca5f702c06c16e1cdd21060d7f9134ca39b4ca388a606dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Red Nectar"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/yellow-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Yellow Nectar</span><img src=""https://cdn.pokedb.org/22f73d769aabbf40da6ed5385a482e57861b9f46dc6435b3442d46e7f65dd3f1w20h20"" width=""20"" height=""20"" alt=""Item Icon for Yellow Nectar"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,2,1
97,950,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Yellow Nectar;ITEM;yellow-nectar}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{Pink Nectar;ITEM;pink-nectar}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/yellow-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Yellow Nectar</span><img src=""https://cdn.pokedb.org/22f73d769aabbf40da6ed5385a482e57861b9f46dc6435b3442d46e7f65dd3f1w20h20"" width=""20"" height=""20"" alt=""Item Icon for Yellow Nectar"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/pink-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pink Nectar</span><img src=""https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbew20h20"" width=""20"" height=""20"" alt=""Item Icon for Pink Nectar"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,3,1
97,951,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Pink Nectar;ITEM;pink-nectar}</span>
  <span>{-;MISC;ARROWL}</span>
  <span>{-;MISC;ARROWR}</span>
  <span>{Purple Nectar;ITEM;purple-nectar}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/pink-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pink Nectar</span><img src=""https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbew20h20"" width=""20"" height=""20"" alt=""Item Icon for Pink Nectar"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><a href=""/items/purple-nectar"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Purple Nectar</span><img src=""https://cdn.pokedb.org/718df4bb9d0ffa79fec9e232914ac263f0537d59076e185774f35a08c0725f0aw20h20"" width=""20"" height=""20"" alt=""Item Icon for Purple Nectar"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,4,1
98,954,,,,,,,,1,1
98,955,,,,,,,,2,1
99,959,,,,Outside of battle,Outside of battle,,,1,1
100,1399,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Electric Memory;ITEM;electric-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/electric-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Electric Memory</span><img src=""https://cdn.pokedb.org/ff55f089c2522c13915151fe469fffc46a2364e8f74a9d9242e7baa9bae18612w20h20"" width=""20"" height=""20"" alt=""Item Icon for Electric Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,1,4
99,960,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",{Schooling;ABILITY;schooling} + Lv. >20 + {HP;STAT;HP} >25%,"<a href=""/abilities/schooling"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Schooling</span></a> + Lv. &gt;20 + <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> &gt;25%",,,2,1
100,1387,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>No Memory</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>No Memory</span>
</div>",,,,,1,1
100,1388,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Fighting Memory;ITEM;fighting-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/fighting-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Fighting Memory</span><img src=""https://cdn.pokedb.org/d95b7e012c2d61e1c9b3c4d383b1c28305d0f3a3264183f36918bc0a8d703747w20h20"" width=""20"" height=""20"" alt=""Item Icon for Fighting Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,2,1
100,1389,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Flying Memory;ITEM;flying-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/flying-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Flying Memory</span><img src=""https://cdn.pokedb.org/7308888c1457baf42c9b976c68117d6a13e9590476dc9b88b4ff292abeb9dc15w20h20"" width=""20"" height=""20"" alt=""Item Icon for Flying Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,3,1
100,1390,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Poison Memory;ITEM;poison-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/poison-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Poison Memory</span><img src=""https://cdn.pokedb.org/1e0374faba6f1c58a2578609f2dcd179f014d6ffdc44ef6e090aa7bfe837c6c6w20h20"" width=""20"" height=""20"" alt=""Item Icon for Poison Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,4,1
100,1391,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Ground Memory;ITEM;ground-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/ground-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ground Memory</span><img src=""https://cdn.pokedb.org/5e9ea321abe84b3f50d09ce7be19cdae0a2aff4f8c84d42d0702a9f70f6fe47cw20h20"" width=""20"" height=""20"" alt=""Item Icon for Ground Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,1,2
100,1392,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Rock Memory;ITEM;rock-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/rock-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rock Memory</span><img src=""https://cdn.pokedb.org/d1d311b8ffef2703578e8290bd047bd39d12a08766f6d394c9dafcf3bb398942w20h20"" width=""20"" height=""20"" alt=""Item Icon for Rock Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,2,2
100,1393,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Bug Memory;ITEM;bug-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/bug-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Bug Memory</span><img src=""https://cdn.pokedb.org/e48413b4d056dfef66afcfbf85aca2a9068ebc6a280219bf72cdc3923912278fw20h20"" width=""20"" height=""20"" alt=""Item Icon for Bug Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,3,2
100,1394,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Ghost Memory;ITEM;ghost-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/ghost-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ghost Memory</span><img src=""https://cdn.pokedb.org/5a87ff6788ccca58235425e515548d1b3b661bbe40183cbe6a288253758215e1w20h20"" width=""20"" height=""20"" alt=""Item Icon for Ghost Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,4,2
100,1395,top,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Steel Memory;ITEM;steel-memory}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/steel-memory"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Steel Memory</span><img src=""https://cdn.pokedb.org/5fc36d33902c3be6d9c3ac8ddfec019327f9f97c342ea3294bd80070d791ddd4w20h20"" width=""20"" height=""20"" alt=""Item Icon for Steel Memory"" style=""width: 20px; height: 20px""></a></span>
</div>",,,,,1,3
